source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[treatment]	characteristics[disease]	characteristics[biological replicate]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	assay name	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	characteristics[blood type]	characteristics[cell line]	characteristics[rbc proteins]
Sample 62	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 10.2
Sample 63	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 4.2
Sample 64	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 9
Sample 65	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 5
Sample 66	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 10.2
Sample 67	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 4.2
Sample 68	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 9
Sample 69	plasmodium falciparum	not available	schizonts	not available	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	not available	not available
Sample 70	plasmodium knowlesi	not available	schizonts	not available	not applicable	1	not available	not available	not available	run 75	3D7	PXD015833	PAT8778A14RW2_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A14RW2_C1.raw	3	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	not available	not available
Sample 61	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 5
Sample 62	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 10.2
Sample 63	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 4.2
Sample 64	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 9
Sample 65	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 5
Sample 66	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 10.2
Sample 67	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 4.2
Sample 68	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 9
Sample 69	plasmodium falciparum	not available	schizonts	not available	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	not available	not available
Sample 70	plasmodium knowlesi	not available	schizonts	not available	not applicable	1	not available	not available	not available	run 76	3D7	PXD015833	PAT8778A15RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A15RW2_D1.raw	4	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	not available	not available
Sample 61	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 5
Sample 62	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 10.2
Sample 63	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 4.2
Sample 64	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 9
Sample 65	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 5
Sample 66	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 10.2
Sample 67	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 4.2
Sample 68	plasmodium falciparum	not available	schizonts	RAP-treated	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 9
Sample 69	plasmodium falciparum	not available	schizonts	not available	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	not available	not available
Sample 70	plasmodium knowlesi	not available	schizonts	not available	not applicable	1	not available	not available	not available	run 77	3D7	PXD015833	PAT8778A16RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A16RW2_E1.raw	5	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	not available	not available
Sample 61	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 78	3D7	PXD015833	PAT8778A17RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A17RW2_F1.raw	6	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 5
Sample 62	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 78	3D7	PXD015833	PAT8778A17RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A17RW2_F1.raw	6	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 10.2
Sample 63	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 78	3D7	PXD015833	PAT8778A17RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A17RW2_F1.raw	6	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 4.2
Sample 64	plasmodium falciparum	not available	schizonts	DMSO	not applicable	1	not available	not available	not available	run 78	3D7	PXD015833	PAT8778A17RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A17RW2_F1.raw	6	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	not available	FIKK cKO	FIKK 9
